id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
254,2012,Delhi,2012-04-18,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,67,0,RR Pant,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
255,2012,Jaipur,2012-04-19,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,1,SP Narine,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
256,2012,Mumbai,2012-04-20,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,4,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
257,2012,Kolkata,2012-04-21,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,0,6,JP Duminy,"Eden Gardens, Kolkata",Umpire A,Umpire B
258,2012,Chennai,2012-04-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,67,0,SL Malinga,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
259,2012,Kolkata,2012-04-23,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,0,2,PP Chawla,"Eden Gardens, Kolkata",Umpire A,Umpire B
260,2012,Jaipur,2012-04-24,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,38,0,Q de Kock,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
261,2012,Chennai,2012-04-25,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Punjab Kings,8,0,JC Archer,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
262,2012,Ahmedabad,2012-04-26,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,0,8,SS Iyer,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
263,2012,Delhi,2012-04-27,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,77,0,Z Khan,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
264,2012,Hyderabad,2012-04-28,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,K Rabada,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
265,2012,Lucknow,2012-04-29,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,89,0,A Mishra,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
266,2012,Ahmedabad,2012-04-30,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,normal,0,Delhi Capitals,88,0,SR Watson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
267,2012,Hyderabad,2012-05-01,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,KL Rahul,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
268,2012,Delhi,2012-05-02,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,HV Patel,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
269,2012,Chennai,2012-05-03,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,9,T Natarajan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
270,2012,Mohali,2012-05-04,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,27,0,JJ Bumrah,"PCA Stadium, Mohali",Umpire A,Umpire B
271,2012,Mohali,2012-05-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,0,9,F du Plessis,"PCA Stadium, Mohali",Umpire A,Umpire B
272,2012,Jaipur,2012-05-06,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,SL Malinga,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
273,2012,Kolkata,2012-05-07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Chennai Super Kings,37,0,K Rabada,"Eden Gardens, Kolkata",Umpire A,Umpire B
274,2012,Ahmedabad,2012-05-08,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,no result,0,,0,0,,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
275,2012,Bangalore,2012-05-09,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,38,0,AT Rayudu,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
276,2012,Mumbai,2012-05-10,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,0,Punjab Kings,0,1,HH Pandya,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
277,2012,Hyderabad,2012-05-11,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,80,0,Z Khan,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
278,2012,Mohali,2012-05-12,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,14,0,Mohammed Shami,"PCA Stadium, Mohali",Umpire A,Umpire B
279,2012,Delhi,2012-05-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,38,0,DJ Bravo,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
280,2012,Jaipur,2012-05-14,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,12,0,DA Warner,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
281,2013,Mumbai,2013-03-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,UT Yadav,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
282,2013,Mohali,2013-03-21,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,0,6,SL Malinga,"PCA Stadium, Mohali",Umpire A,Umpire B
283,2013,Mohali,2013-03-22,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,40,0,K Rabada,"PCA Stadium, Mohali",Umpire A,Umpire B
284,2013,Lucknow,2013-03-23,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Punjab Kings,0,6,A Mishra,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
285,2013,Jaipur,2013-03-24,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,29,0,MM Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
286,2013,Delhi,2013-03-25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,1,KA Pollard,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
287,2013,Delhi,2013-03-26,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,normal,0,Royal Challengers Bangalore,0,4,Harbhajan Singh,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
288,2013,Delhi,2013-03-27,Mumbai Indians,Punjab Kings,Mumbai Indians,field,normal,0,Mumbai Indians,44,0,KA Pollard,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
289,2013,Mohali,2013-03-28,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,18,0,UT Yadav,"PCA Stadium, Mohali",Umpire A,Umpire B
290,2013,Mumbai,2013-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Rajasthan Royals,51,0,JP Duminy,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
291,2013,Chennai,2013-03-30,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,2,CH Gayle,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
292,2013,Delhi,2013-03-31,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Punjab Kings,0,9,SR Watson,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
293,2013,Chennai,2013-04-01,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,40,0,AB de Villiers,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
294,2013,Hyderabad,2013-04-02,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Punjab Kings,0,4,KA Pollard,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
295,2013,Mumbai,2013-04-03,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,53,0,SK Raina,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
296,2013,Lucknow,2013-04-04,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Rajasthan Royals,0,2,AT Rayudu,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
297,2013,Mohali,2013-04-05,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,3,S Dhawan,"PCA Stadium, Mohali",Umpire A,Umpire B
298,2013,Ahmedabad,2013-04-06,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,66,0,SS Iyer,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
299,2013,Mohali,2013-04-07,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,8,0,Z Khan,"PCA Stadium, Mohali",Umpire A,Umpire B
300,2013,Mohali,2013-04-08,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,0,4,T Natarajan,"PCA Stadium, Mohali",Umpire A,Umpire B
301,2013,Mohali,2013-04-09,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,67,0,AB de Villiers,"PCA Stadium, Mohali",Umpire A,Umpire B
302,2013,Kolkata,2013-04-10,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Punjab Kings,0,4,S Dhawan,"Eden Gardens, Kolkata",Umpire A,Umpire B
303,2013,Hyderabad,2013-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,UT Yadav,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
304,2013,Mohali,2013-04-12,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,0,2,T Natarajan,"PCA Stadium, Mohali",Umpire A,Umpire B
305,2013,Ahmedabad,2013-04-13,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,0,6,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
306,2013,Hyderabad,2013-04-14,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,75,0,JJ Bumrah,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
307,2013,Jaipur,2013-04-15,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,A Nehra,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
308,2013,Hyderabad,2013-04-16,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,60,0,AM Rahane,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
309,2013,Hyderabad,2013-04-17,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,62,0,DA Warner,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
310,2013,Mumbai,2013-04-18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,3,JJ Bumrah,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
311,2013,Mumbai,2013-04-19,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,SP Narine,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
312,2013,Ahmedabad,2013-04-20,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,7,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
313,2013,Bangalore,2013-04-21,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,2,0,SR Watson,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
314,2013,Kolkata,2013-04-22,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,49,0,KA Pollard,"Eden Gardens, Kolkata",Umpire A,Umpire B
315,2013,Delhi,2013-04-23,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,70,0,K Rabada,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
316,2013,Ahmedabad,2013-04-24,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,4,Z Khan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
317,2013,Jaipur,2013-04-25,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,3,V Kohli,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
318,2013,Hyderabad,2013-04-26,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,10,0,JC Archer,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
319,2013,Chennai,2013-04-27,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,MM Sharma,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
320,2013,Jaipur,2013-04-28,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,22,0,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
321,2013,Mumbai,2013-04-29,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,SK Raina,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
322,2013,Hyderabad,2013-04-30,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,4,T Natarajan,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
323,2013,Mohali,2013-05-01,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,3,A Mishra,"PCA Stadium, Mohali",Umpire A,Umpire B
324,2013,Chennai,2013-05-02,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,9,PP Chawla,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
325,2013,Mohali,2013-05-03,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,3,B Kumar,"PCA Stadium, Mohali",Umpire A,Umpire B
326,2013,Lucknow,2013-05-04,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,36,0,KA Pollard,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
327,2013,Jaipur,2013-05-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,5,UT Yadav,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
328,2013,Delhi,2013-05-06,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,0,6,RG Sharma,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
329,2013,Lucknow,2013-05-07,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,8,S Dhawan,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
330,2013,Bangalore,2013-05-08,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,46,0,A Mishra,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
331,2013,Chennai,2013-05-09,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,11,0,SP Narine,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
332,2013,Delhi,2013-05-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,B Kumar,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
333,2013,Jaipur,2013-05-11,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,0,8,DA Warner,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
334,2013,Jaipur,2013-05-12,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,MM Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
335,2013,Delhi,2013-05-13,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,0,5,AT Rayudu,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
336,2013,Mohali,2013-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,33,0,R Ashwin,"PCA Stadium, Mohali",Umpire A,Umpire B
337,2014,Jaipur,2014-03-20,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,10,0,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
338,2014,Delhi,2014-03-21,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,2,S Dhawan,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
339,2014,Bangalore,2014-03-22,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,75,0,CH Gayle,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
340,2014,Bangalore,2014-03-23,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,34,0,RG Sharma,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
341,2014,Jaipur,2014-03-24,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Punjab Kings,37,0,RA Jadeja,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
342,2014,Mumbai,2014-03-25,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,0,6,RG Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
343,2014,Kolkata,2014-03-26,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,8,0,CH Gayle,"Eden Gardens, Kolkata",Umpire A,Umpire B
344,2014,Mumbai,2014-03-27,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,18,0,B Kumar,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
345,2014,Mohali,2014-03-28,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,UT Yadav,"PCA Stadium, Mohali",Umpire A,Umpire B
346,2014,Jaipur,2014-03-29,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,10,0,SS Iyer,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
347,2014,Delhi,2014-03-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,0,8,RR Pant,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
348,2014,Hyderabad,2014-03-31,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Punjab Kings,0,7,DA Warner,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
349,2014,Lucknow,2014-04-01,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,84,0,SP Narine,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
350,2014,Ahmedabad,2014-04-02,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,0,Chennai Super Kings,78,0,SP Narine,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
351,2014,Lucknow,2014-04-03,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Punjab Kings,67,0,Harbhajan Singh,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
352,2014,Delhi,2014-04-04,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,6,0,Harbhajan Singh,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
353,2014,Lucknow,2014-04-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,6,Harbhajan Singh,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
354,2014,Mohali,2014-04-06,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,9,0,B Kumar,"PCA Stadium, Mohali",Umpire A,Umpire B
355,2014,Jaipur,2014-04-07,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,0,5,AB de Villiers,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
356,2014,Mohali,2014-04-08,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Capitals,58,0,A Nehra,"PCA Stadium, Mohali",Umpire A,Umpire B
357,2014,Jaipur,2014-04-09,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,0,3,PP Chawla,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
358,2014,Lucknow,2014-04-10,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,0,5,R Ashwin,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
359,2014,Bangalore,2014-04-11,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,76,0,A Mishra,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
360,2014,Chennai,2014-04-12,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,16,0,PP Chawla,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
361,2014,Chennai,2014-04-13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,48,0,RG Sharma,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
362,2014,Ahmedabad,2014-04-14,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
363,2014,Kolkata,2014-04-15,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,39,0,KA Pollard,"Eden Gardens, Kolkata",Umpire A,Umpire B
364,2014,Hyderabad,2014-04-16,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,1,F du Plessis,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
365,2014,Chennai,2014-04-17,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,17,0,AB de Villiers,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
366,2014,Kolkata,2014-04-18,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,HH Pandya,"Eden Gardens, Kolkata",Umpire A,Umpire B
367,2014,Jaipur,2014-04-19,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Punjab Kings,73,0,HH Pandya,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
368,2014,Bangalore,2014-04-20,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,28,0,SL Malinga,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
369,2014,Bangalore,2014-04-21,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,KA Pollard,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
370,2014,Kolkata,2014-04-22,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Punjab Kings,0,8,AT Rayudu,"Eden Gardens, Kolkata",Umpire A,Umpire B
371,2014,Lucknow,2014-04-23,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Kolkata Knight Riders,0,4,HV Patel,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
372,2014,Ahmedabad,2014-04-24,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Chennai Super Kings,0,5,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
373,2014,Hyderabad,2014-04-25,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,0,,0,0,,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
374,2014,Lucknow,2014-04-26,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Punjab Kings,48,0,HH Pandya,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
375,2014,Chennai,2014-04-27,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,0,2,KA Pollard,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
376,2014,Kolkata,2014-04-28,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,17,0,YS Chahal,"Eden Gardens, Kolkata",Umpire A,Umpire B
377,2014,Jaipur,2014-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,25,0,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
378,2014,Mumbai,2014-04-30,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,0,Delhi Capitals,65,0,DJ Bravo,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
379,2014,Kolkata,2014-05-01,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,0,9,Z Khan,"Eden Gardens, Kolkata",Umpire A,Umpire B
